DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester
12/17/22,"20,916","114,795","164,663","143,140","14,181","7,090","26,844","19,433","36,821","9,207","56,100","6,859","47,871","60,981","3,819","234,408","218,513","8,581","6,007","23,618","6,954","40,082","23,879","10,438"
12/18/22,"20,924","114,864","164,763","143,204","14,187","7,093","26,861","19,458","36,864","9,212","56,115","6,861","47,896","61,038","3,820","234,573","218,685","8,586","6,009","23,644","6,966","40,091","23,892","10,442"
12/19/22,"20,930","114,915","164,842","143,254","14,191","7,093","26,870","19,469","36,894","9,218","56,129","6,864","47,916","61,069","3,823","234,717","218,822","8,587","6,011","23,659","6,968","40,093","23,906","10,447"
12/20/22,"20,941","114,989","164,936","143,339","14,197","7,096","26,893","19,484","36,916","9,222","56,163","6,869","47,937","61,110","3,825","234,875","218,962","8,591","6,013","23,678","6,969","40,099","23,919","10,454"
12/21/22,"20,959","115,109","165,150","143,503","14,219","7,098","26,923","19,505","36,971","9,233","56,214","6,881","47,992","61,187","3,827","235,202","219,283","8,595","6,020","23,715","6,981","40,115","23,943","10,467"
12/22/22,"20,969","115,200","165,280","143,619","14,233","7,102","26,947","19,519","37,008","9,238","56,240","6,887","48,021","61,242","3,829","235,442","219,463","8,598","6,022","23,729","6,986","40,132","23,956","10,475"
12/23/22,"20,981","115,303","165,441","143,752","14,252","7,108","26,981","19,540","37,071","9,244","56,290","6,892","48,058","61,303","3,832","235,706","219,667","8,604","6,024","23,757","6,994","40,143","23,975","10,480"
12/24/22,"20,990","115,424","165,594","143,862","14,262","7,115","27,016","19,552","37,114","9,251","56,337","6,893","48,088","61,384","3,832","235,947","219,901","8,612","6,027","23,792","6,998","40,159","23,991","10,488"
12/25/22,"20,999","115,482","165,679","143,928","14,271","7,117","27,029","19,562","37,147","9,254","56,361","6,896","48,105","61,426","3,833","236,096","220,027","8,617","6,027","23,803","7,005","40,167","24,000","10,496"
12/26/22,"21,004","115,540","165,744","143,971","14,280","7,118","27,042","19,571","37,172","9,257","56,376","6,898","48,121","61,454","3,835","236,203","220,124","8,618","6,028","23,817","7,006","40,171","24,011","10,502"
12/27/22,"21,008","115,571","165,796","144,019","14,285","7,119","27,055","19,576","37,190","9,259","56,389","6,900","48,144","61,479","3,836","236,293","220,227","8,622","6,031","23,826","7,007","40,173","24,027","10,507"
12/28/22,"21,015","115,618","165,882","144,081","14,295","7,123","27,068","19,585","37,211","9,262","56,417","6,904","48,169","61,514","3,837","236,393","220,352","8,624","6,033","23,843","7,009","40,180","24,043","10,513"
12/29/22,"21,041","115,764","166,071","144,251","14,319","7,129","27,089","19,602","37,259","9,273","56,490","6,916","48,247","61,594","3,838","236,718","220,685","8,632","6,039","23,882","7,014","40,206","24,075","10,528"
12/30/22,"21,062","115,893","166,263","144,396","14,341","7,137","27,133","19,632","37,339","9,290","56,573","6,929","48,302","61,658","3,843","236,964","220,968","8,638","6,041","23,920","7,023","40,239","24,106","10,544"
12/31/22,"21,078","115,999","166,420","144,520","14,357","7,142","27,154","19,665","37,389","9,300","56,635","6,935","48,335","61,726","3,849","237,185","221,218","8,644","6,047","23,946","7,035","40,255","24,128","10,554"
1/1/23,"21,088","116,073","166,514","144,597","14,371","7,147","27,169","19,676","37,433","9,304","56,664","6,939","48,364","61,760","3,849","237,362","221,401","8,651","6,047","23,966","7,039","40,267","24,141","10,561"
1/2/23,"21,092","116,128","166,583","144,656","14,380","7,152","27,184","19,688","37,453","9,310","56,679","6,942","48,391","61,800","3,851","237,466","221,508","8,653","6,052","23,980","7,041","40,269","24,149","10,566"
1/3/23,"21,107","116,157","166,631","144,710","14,388","7,156","27,203","19,699","37,468","9,311","56,703","6,947","48,408","61,817","3,852","237,557","221,589","8,658","6,053","23,990","7,042","40,273","24,157","10,567"
1/4/23,"21,138","116,242","166,825","144,856","14,403","7,161","27,236","19,721","37,526","9,319","56,761","6,952","48,469","61,893","3,855","237,854","221,880","8,663","6,061","24,017","7,046","40,292","24,188","10,585"
1/5/23,"21,149","116,360","166,990","144,981","14,410","7,168","27,259","19,729","37,569","9,325","56,829","6,960","48,526","61,975","3,857","238,121","222,112","8,672","6,065","24,050","7,053","40,309","24,212","10,595"
1/6/23,"21,161","116,451","167,174","145,137","14,424","7,171","27,312","19,751","37,623","9,342","56,874","6,965","48,571","62,042","3,858","238,377","222,402","8,687","6,072","24,068","7,059","40,343","24,232","10,603"
1/7/23,"21,178","116,577","167,335","145,273","14,442","7,178","27,341","19,775","37,673","9,352","56,928","6,973","48,638","62,106","3,860","238,660","222,709","8,694","6,075","24,086","7,066","40,376","24,249","10,615"
1/8/23,"21,196","116,657","167,435","145,354","14,450","7,183","27,351","19,788","37,698","9,356","56,958","6,982","48,668","62,146","3,862","238,818","222,877","8,698","6,075","24,098","7,070","40,396","24,258","10,620"
1/9/23,"21,202","116,722","167,508","145,408","14,458","7,187","27,361","19,799","37,710","9,359","56,994","6,984","48,690","62,169","3,864","238,929","222,979","8,700","6,077","24,106","7,071","40,400","24,270","10,623"
1/10/23,"21,239","116,819","167,672","145,597","14,472","7,193","27,379","19,821","37,763","9,371","57,054","6,992","48,749","62,244","3,868","239,250","223,295","8,706","6,082","24,128","7,074","40,423","24,299","10,633"
1/11/23,"21,248","116,911","167,806","145,682","14,481","7,196","27,388","19,837","37,791","9,374","57,094","6,994","48,774","62,289","3,868","239,428","223,456","8,715","6,085","24,139","7,078","40,436","24,313","10,639"
1/12/23,"21,256","117,018","167,940","145,791","14,491","7,205","27,405","19,848","37,809","9,385","57,131","6,996","48,808","62,337","3,869","239,625","223,629","8,718","6,089","24,157","7,085","40,454","24,332","10,644"
1/13/23,"21,265","117,118","168,088","145,929","14,498","7,208","27,425","19,866","37,835","9,389","57,160","7,000","48,843","62,404","3,869","239,824","223,829","8,719","6,094","24,168","7,092","40,473","24,342","10,657"
1/14/23,"21,272","117,203","168,191","146,026","14,501","7,210","27,441","19,875","37,859","9,395","57,199","7,002","48,880","62,439","3,870","239,987","223,975","8,724","6,097","24,175","7,099","40,487","24,352","10,664"
1/15/23,"21,287","117,241","168,260","146,094","14,506","7,214","27,454","19,880","37,867","9,404","57,222","7,007","48,895","62,474","3,872","240,082","224,084","8,724","6,099","24,181","7,100","40,500","24,365","10,672"
1/16/23,"21,288","117,266","168,310","146,132","14,506","7,214","27,471","19,884","37,875","9,406","57,250","7,007","48,917","62,489","3,873","240,158","224,141","8,726","6,100","24,184","7,101","40,504","24,373","10,675"
1/17/23,"21,299","117,298","168,359","146,179","14,510","7,215","27,484","19,890","37,884","9,408","57,265","7,013","48,931","62,512","3,873","240,251","224,210","8,726","6,103","24,188","7,104","40,512","24,384","10,678"
1/18/23,"21,319","117,366","168,546","146,307","14,520","7,219","27,510","19,914","37,921","9,415","57,324","7,023","48,975","62,575","3,876","240,468","224,388","8,727","6,109","24,202","7,113","40,526","24,403","10,683"
1/19/23,"21,330","117,425","168,676","146,388","14,529","7,222","27,527","19,931","37,938","9,419","57,368","7,025","48,998","62,625","3,877","240,612","224,567","8,730","6,113","24,215","7,116","40,539","24,416","10,691"
1/20/23,"21,341","117,498","168,764","146,461","14,539","7,226","27,549","19,950","37,956","9,423","57,396","7,026","49,023","62,653","3,878","240,755","224,662","8,731","6,117","24,220","7,120","40,559","24,431","10,697"
1/21/23,"21,363","117,571","168,928","146,573","14,545","7,231","27,566","19,964","37,987","9,431","57,434","7,029","49,072","62,701","3,881","240,979","224,876","8,732","6,119","24,239","7,124","40,573","24,449","10,707"
1/22/23,"21,368","117,601","168,991","146,653","14,548","7,237","27,577","19,974","38,005","9,436","57,454","7,033","49,092","62,728","3,883","241,101","224,991","8,733","6,119","24,246","7,128","40,581","24,466","10,710"
1/23/23,"21,376","117,657","169,049","146,706","14,553","7,241","27,586","19,979","38,013","9,437","57,475","7,034","49,109","62,759","3,884","241,199","225,086","8,733","6,123","24,250","7,130","40,583","24,477","10,711"
1/24/23,"21,398","117,722","169,149","146,823","14,561","7,249","27,601","19,987","38,048","9,445","57,517","7,044","49,149","62,801","3,889","241,410","225,264","8,737","6,126","24,262","7,133","40,600","24,494","10,714"
1/25/23,"21,408","117,795","169,239","146,921","14,564","7,252","27,624","19,998","38,069","9,445","57,547","7,051","49,175","62,845","3,894","241,681","225,467","8,739","6,130","24,274","7,135","40,606","24,505","10,718"
1/26/23,"21,420","117,868","169,375","147,020","14,568","7,255","27,639","20,010","38,107","9,447","57,570","7,058","49,211","62,901","3,898","241,853","225,667","8,742","6,132","24,288","7,140","40,633","24,526","10,721"
1/27/23,"21,431","117,940","169,488","147,126","14,572","7,258","27,666","20,016","38,126","9,449","57,596","7,065","49,242","62,947","3,899","242,012","225,833","8,745","6,134","24,301","7,144","40,641","24,548","10,727"
1/28/23,"21,438","118,002","169,588","147,213","14,578","7,259","27,679","20,026","38,137","9,453","57,634","7,067","49,279","63,014","3,902","242,157","225,982","8,749","6,138","24,307","7,150","40,647","24,560","10,736"
1/29/23,"21,439","118,029","169,630","147,249","14,580","7,261","27,685","20,037","38,151","9,457","57,643","7,069","49,291","63,035","3,902","242,232","226,062","8,749","6,139","24,311","7,151","40,653","24,567","10,738"
1/30/23,"21,440","118,051","169,684","147,291","14,583","7,261","27,692","20,044","38,163","9,457","57,664","7,074","49,300","63,074","3,903","242,291","226,129","8,751","6,140","24,313","7,151","40,655","24,573","10,739"
1/31/23,"21,447","118,109","169,795","147,388","14,587","7,265","27,708","20,059","38,190","9,458","57,696","7,081","49,322","63,115","3,905","242,420","226,275","8,757","6,143","24,322","7,153","40,673","24,589","10,739"
2/1/23,"21,461","118,180","169,875","147,463","14,593","7,265","27,722","20,068","38,211","9,463","57,723","7,085","49,343","63,159","3,908","242,567","226,397","8,761","6,145","24,333","7,156","40,688","24,598","10,742"
2/2/23,"21,465","118,225","169,961","147,523","14,599","7,266","27,736","20,084","38,222","9,464","57,744","7,091","49,366","63,202","3,909","242,678","226,497","8,763","6,145","24,344","7,161","40,699","24,607","10,745"
2/3/23,"21,479","118,278","170,076","147,613","14,612","7,266","27,754","20,095","38,245","9,467","57,776","7,095","49,402","63,257","3,911","242,835","226,649","8,766","6,145","24,360","7,165","40,710","24,621","10,750"
2/4/23,"21,498","118,357","170,177","147,702","14,620","7,269","27,767","20,107","38,266","9,471","57,822","7,100","49,438","63,313","3,911","242,977","226,790","8,770","6,148","24,375","7,166","40,724","24,644","10,755"
2/5/23,"21,499","118,398","170,238","147,751","14,623","7,270","27,779","20,117","38,279","9,472","57,845","7,103","49,455","63,355","3,912","243,060","226,897","8,770","6,152","24,381","7,167","40,732","24,649","10,759"
2/6/23,"21,501","118,425","170,281","147,775","14,632","7,272","27,786","20,127","38,285","9,474","57,855","7,103","49,466","63,375","3,914","243,127","226,951","8,771","6,152","24,389","7,168","40,735","24,655","10,762"
2/7/23,"21,510","118,477","170,405","147,883","14,647","7,273","27,806","20,144","38,310","9,475","57,889","7,108","49,499","63,412","3,915","243,264","227,085","8,775","6,154","24,405","7,170","40,748","24,662","10,766"
2/8/23,"21,520","118,526","170,498","147,957","14,664","7,278","27,816","20,157","38,332","9,478","57,916","7,112","49,519","63,445","3,919","243,373","227,187","8,776","6,155","24,416","7,175","40,753","24,666","10,770"
2/9/23,"21,527","118,595","170,600","148,054","14,675","7,284","27,832","20,166","38,351","9,480","57,952","7,119","49,546","63,478","3,921","243,514","227,308","8,777","6,155","24,427","7,180","40,770","24,672","10,773"
2/10/23,"21,537","118,658","170,690","148,131","14,679","7,287","27,849","20,178","38,373","9,484","57,986","7,123","49,581","63,512","3,923","243,650","227,427","8,778","6,156","24,433","7,182","40,787","24,683","10,774"
2/11/23,"21,548","118,712","170,792","148,217","14,687","7,289","27,867","20,186","38,389","9,486","58,016","7,129","49,609","63,555","3,924","243,769","227,546","8,781","6,159","24,441","7,183","40,801","24,694","10,779"
2/12/23,"21,550","118,769","170,863","148,248","14,691","7,289","27,879","20,197","38,409","9,488","58,033","7,133","49,630","63,577","3,924","243,874","227,638","8,784","6,160","24,445","7,184","40,804","24,704","10,780"
2/13/23,"21,551","118,797","170,904","148,284","14,697","7,291","27,888","20,205","38,422","9,488","58,045","7,135","49,653","63,593","3,925","243,929","227,683","8,786","6,160","24,449","7,186","40,806","24,712","10,783"
2/14/23,"21,564","118,868","171,022","148,366","14,702","7,293","27,906","20,213","38,434","9,493","58,074","7,140","49,685","63,625","3,925","244,069","227,791","8,788","6,162","24,457","7,189","40,814","24,725","10,787"
2/15/23,"21,570","118,936","171,098","148,425","14,707","7,295","27,919","20,217","38,444","9,496","58,097","7,143","49,708","63,660","3,927","244,143","227,876","8,794","6,164","24,462","7,191","40,819","24,732","10,791"
2/16/23,"21,582","118,992","171,190","148,499","14,710","7,298","27,932","20,222","38,470","9,498","58,122","7,146","49,737","63,692","3,930","244,249","227,992","8,798","6,166","24,476","7,191","40,828","24,746","10,798"
2/17/23,"21,590","119,052","171,270","148,553","14,717","7,299","27,942","20,235","38,495","9,503","58,146","7,146","49,766","63,737","3,932","244,352","228,089","8,799","6,169","24,486","7,193","40,839","24,755","10,806"
2/18/23,"21,605","119,080","171,361","148,612","14,722","7,299","27,958","20,243","38,517","9,505","58,174","7,147","49,780","63,759","3,935","244,442","228,189","8,802","6,169","24,496","7,195","40,847","24,761","10,810"
2/19/23,"21,606","119,109","171,424","148,656","14,726","7,300","27,967","20,250","38,528","9,506","58,188","7,151","49,792","63,782","3,936","244,534","228,257","8,804","6,169","24,499","7,198","40,857","24,764","10,815"
2/20/23,"21,609","119,133","171,462","148,695","14,729","7,301","27,975","20,255","38,535","9,508","58,200","7,152","49,803","63,796","3,937","244,586","228,326","8,804","6,170","24,504","7,200","40,860","24,768","10,817"
2/21/23,"21,616","119,158","171,500","148,727","14,730","7,301","27,978","20,259","38,543","9,512","58,220","7,153","49,812","63,817","3,938","244,648","228,372","8,807","6,170","24,506","7,202","40,866","24,773","10,820"
2/22/23,"21,631","119,222","171,602","148,793","14,736","7,305","27,996","20,271","38,564","9,517","58,236","7,155","49,851","63,850","3,939","244,774","228,493","8,810","6,171","24,511","7,204","40,876","24,783","10,825"
2/23/23,"21,637","119,263","171,666","148,840","14,740","7,305","28,007","20,275","38,574","9,517","58,251","7,158","49,875","63,889","3,942","244,847","228,586","8,815","6,174","24,515","7,207","40,888","24,791","10,824"
2/24/23,"21,641","119,324","171,730","148,904","14,743","7,308","28,026","20,282","38,590","9,521","58,274","7,161","49,894","63,925","3,942","244,944","228,670","8,817","6,175","24,523","7,209","40,896","24,794","10,827"
2/25/23,"21,645","119,373","171,814","148,962","14,748","7,308","28,040","20,287","38,603","9,528","58,295","7,164","49,910","63,956","3,944","245,065","228,776","8,817","6,175","24,537","7,211","40,904","24,803","10,831"
2/26/23,"21,649","119,398","171,862","149,007","14,749","7,310","28,047","20,289","38,606","9,528","58,310","7,164","49,925","63,968","3,945","245,123","228,828","8,818","6,177","24,538","7,213","40,905","24,803","10,834"
2/27/23,"21,652","119,428","171,893","149,037","14,753","7,311","28,052","20,289","38,612","9,528","58,328","7,166","49,943","63,979","3,945","245,197","228,869","8,822","6,177","24,540","7,213","40,906","24,806","10,835"
2/28/23,"21,663","119,483","171,958","149,095","14,755","7,312","28,058","20,298","38,620","9,531","58,348","7,170","49,964","63,996","3,945","245,296","228,932","8,829","6,179","24,543","7,216","40,918","24,818","10,850"
3/1/23,"21,666","119,523","172,015","149,142","14,757","7,317","28,064","20,306","38,633","9,537","58,367","7,174","49,992","64,012","3,947","245,375","228,987","8,830","6,181","24,547","7,219","40,926","24,822","10,857"
3/2/23,"21,680","119,566","172,087","149,203","14,762","7,319","28,075","20,315","38,640","9,541","58,385","7,178","50,011","64,047","3,949","245,454","229,070","8,830","6,183","24,555","7,220","40,930","24,827","10,858"
3/3/23,"21,686","119,605","172,141","149,245","14,767","7,322","28,080","20,319","38,645","9,546","58,405","7,183","50,022","64,060","3,949","245,526","229,129","8,831","6,183","24,560","7,221","40,943","24,831","10,862"
3/4/23,"21,699","119,636","172,205","149,324","14,772","7,324","28,096","20,328","38,655","9,549","58,433","7,185","50,042","64,079","3,950","245,643","229,217","8,836","6,184","24,563","7,222","40,948","24,832","10,864"
3/5/23,"21,706","119,664","172,225","149,353","14,776","7,325","28,104","20,332","38,664","9,549","58,445","7,188","50,055","64,097","3,950","245,701","229,254","8,839","6,187","24,563","7,224","40,950","24,840","10,866"
3/6/23,"21,708","119,684","172,246","149,386","14,778","7,325","28,113","20,337","38,670","9,551","58,453","7,191","50,065","64,105","3,951","245,744","229,294","8,842","6,187","24,568","7,226","40,959","24,840","10,869"
3/7/23,"21,721","119,722","172,295","149,423","14,781","7,327","28,123","20,348","38,679","9,552","58,463","7,193","50,081","64,125","3,952","245,837","229,355","8,842","6,189","24,573","7,230","40,963","24,853","10,873"
3/8/23,"21,725","119,761","172,343","149,470","14,784","7,330","28,127","20,350","38,691","9,553","58,481","7,194","50,095","64,147","3,953","245,892","229,416","8,843","6,190","24,577","7,231","40,975","24,861","10,877"
3/9/23,"21,731","119,808","172,399","149,524","14,785","7,330","28,133","20,355","38,706","9,556","58,504","7,197","50,109","64,177","3,953","245,966","229,478","8,845","6,190","24,582","7,234","40,989","24,868","10,878"
3/10/23,"21,737","119,835","172,450","149,582","14,791","7,333","28,148","20,368","38,719","9,557","58,519","7,198","50,125","64,201","3,954","246,042","229,529","8,848","6,191","24,588","7,236","40,998","24,873","10,883"
3/11/23,"21,741","119,864","172,500","149,628","14,793","7,335","28,158","20,369","38,725","9,559","58,529","7,200","50,142","64,226","3,956","246,109","229,588","8,852","6,191","24,593","7,240","41,010","24,879","10,888"
3/12/23,"21,745","119,893","172,537","149,646","14,795","7,336","28,165","20,374","38,731","9,562","58,539","7,204","50,157","64,242","3,957","246,170","229,629","8,853","6,191","24,596","7,242","41,015","24,883","10,893"
3/13/23,"21,748","119,916","172,566","149,672","14,799","7,336","28,168","20,382","38,737","9,566","58,548","7,206","50,164","64,249","3,958","246,202","229,666","8,854","6,191","24,598","7,243","41,018","24,886","10,896"
3/14/23,"21,751","119,955","172,626","149,714","14,802","7,340","28,182","20,386","38,751","9,568","58,562","7,209","50,176","64,274","3,958","246,261","229,707","8,856","6,191","24,601","7,246","41,023","24,892","10,898"
3/15/23,"21,754","119,992","172,675","149,755","14,804","7,342","28,192","20,394","38,762","9,571","58,580","7,212","50,187","64,297","3,960","246,320","229,769","8,860","6,191","24,606","7,247","41,029","24,896","10,902"
3/16/23,"21,763","120,029","172,711","149,787","14,807","7,342","28,202","20,398","38,769","9,573","58,594","7,214","50,199","64,315","3,960","246,379","229,797","8,863","6,191","24,611","7,248","41,036","24,903","10,905"
3/17/23,"21,775","120,059","172,740","149,836","14,812","7,344","28,213","20,405","38,777","9,576","58,620","7,222","50,208","64,335","3,960","246,446","229,843","8,863","6,191","24,615","7,250","41,043","24,913","10,905"
3/18/23,"21,785","120,082","172,781","149,871","14,815","7,348","28,215","20,408","38,789","9,579","58,635","7,223","50,222","64,348","3,960","246,512","229,888","8,864","6,197","24,617","7,253","41,047","24,923","10,907"
3/19/23,"21,789","120,107","172,802","149,892","14,817","7,350","28,220","20,410","38,790","9,579","58,643","7,226","50,227","64,363","3,960","246,543","229,914","8,867","6,198","24,620","7,253","41,052","24,926","10,908"
3/20/23,"21,793","120,118","172,833","149,907","14,821","7,351","28,224","20,414","38,796","9,581","58,649","7,226","50,239","64,369","3,961","246,578","229,930","8,869","6,198","24,622","7,254","41,053","24,932","10,911"
3/21/23,"21,797","120,145","172,870","149,942","14,823","7,353","28,230","20,418","38,806","9,583","58,663","7,227","50,261","64,383","3,961","246,639","229,972","8,872","6,198","24,625","7,256","41,059","24,938","10,911"
3/22/23,"21,804","120,169","172,918","149,976","14,828","7,354","28,241","20,422","38,811","9,585","58,675","7,234","50,276","64,400","3,961","246,695","230,005","8,874","6,198","24,633","7,257","41,062","24,947","10,916"
3/23/23,"21,811","120,219","172,958","150,013","14,830","7,354","28,260","20,440","38,826","9,587","58,697","7,240","50,296","64,423","3,962","246,761","230,063","8,876","6,199","24,638","7,262","41,070","24,951","10,917"
3/24/23,"21,814","120,263","173,012","150,057","14,834","7,354","28,276","20,447","38,838","9,591","58,716","7,243","50,317","64,445","3,962","246,829","230,127","8,876","6,200","24,642","7,262","41,077","24,956","10,919"
3/25/23,"21,818","120,296","173,055","150,086","14,839","7,355","28,284","20,455","38,845","9,592","58,735","7,249","50,331","64,465","3,963","246,892","230,188","8,879","6,201","24,647","7,264","41,083","24,963","10,923"
3/26/23,"21,821","120,313","173,082","150,109","14,841","7,356","28,290","20,460","38,851","9,594","58,738","7,255","50,344","64,477","3,963","246,930","230,220","8,879","6,202","24,648","7,266","41,086","24,968","10,924"
3/27/23,"21,823","120,336","173,109","150,127","14,842","7,357","28,297","20,461","38,859","9,594","58,751","7,260","50,357","64,483","3,964","246,972","230,252","8,881","6,202","24,652","7,268","41,089","24,975","10,927"
3/28/23,"21,830","120,367","173,127","150,156","14,844","7,359","28,303","20,467","38,864","9,596","58,759","7,267","50,366","64,499","3,964","247,022","230,299","8,883","6,206","24,655","7,273","41,094","24,978","10,930"
3/29/23,"21,832","120,401","173,161","150,174","14,845","7,359","28,306","20,473","38,870","9,596","58,766","7,271","50,377","64,516","3,965","247,064","230,329","8,884","6,208","24,658","7,275","41,095","24,982","10,934"
3/30/23,"21,839","120,434","173,201","150,210","14,849","7,360","28,309","20,477","38,874","9,599","58,784","7,274","50,399","64,528","3,966","247,114","230,387","8,886","6,210","24,662","7,277","41,100","24,993","10,940"
3/31/23,"21,845","120,462","173,238","150,236","14,856","7,362","28,313","20,481","38,879","9,602","58,799","7,276","50,411","64,545","3,966","247,171","230,431","8,888","6,211","24,667","7,277","41,102","24,996","10,946"
4/1/23,"21,855","120,483","173,282","150,273","14,860","7,365","28,315","20,483","38,897","9,605","58,811","7,278","50,423","64,559","3,971","247,191","230,470","8,890","6,211","24,672","7,279","41,108","25,004","10,948"
4/2/23,"21,857","120,502","173,306","150,289","14,862","7,366","28,323","20,485","38,906","9,606","58,817","7,280","50,430","64,561","3,972","247,227","230,499","8,890","6,212","24,672","7,279","41,115","25,012","10,948"
4/3/23,"21,858","120,520","173,324","150,302","14,866","7,366","28,331","20,488","38,912","9,608","58,823","7,285","50,434","64,571","3,973","247,257","230,534","8,892","6,213","24,676","7,279","41,116","25,015","10,950"
4/4/23,"21,861","120,545","173,362","150,327","14,874","7,366","28,337","20,489","38,916","9,612","58,831","7,289","50,444","64,582","3,973","247,317","230,567","8,895","6,213","24,684","7,280","41,120","25,021","10,954"
4/5/23,"21,866","120,574","173,386","150,346","14,877","7,369","28,338","20,492","38,927","9,614","58,845","7,290","50,454","64,594","3,973","247,354","230,587","8,899","6,213","24,691","7,283","41,124","25,028","10,958"
4/6/23,"21,875","120,591","173,412","150,363","14,880","7,370","28,343","20,498","38,936","9,618","58,856","7,293","50,465","64,600","3,974","247,392","230,623","8,900","6,215","24,696","7,284","41,129","25,035","10,958"
4/7/23,"21,877","120,609","173,439","150,381","14,883","7,372","28,352","20,502","38,942","9,621","58,878","7,294","50,475","64,610","3,975","247,433","230,663","8,901","6,216","24,700","7,284","41,134","25,040","10,963"
4/8/23,"21,885","120,625","173,463","150,404","14,885","7,372","28,360","20,506","38,950","9,622","58,888","7,301","50,491","64,617","3,975","247,443","230,684","8,902","6,216","24,705","7,288","41,141","25,046","10,965"
4/9/23,"21,887","120,643","173,488","150,414","14,885","7,374","28,363","20,507","38,955","9,622","58,897","7,308","50,499","64,627","3,975","247,472","230,711","8,903","6,216","24,709","7,289","41,144","25,047","10,966"
4/10/23,"21,890","120,655","173,500","150,431","14,887","7,374","28,370","20,512","38,960","9,624","58,911","7,311","50,504","64,642","3,975","247,505","230,734","8,903","6,217","24,715","7,291","41,147","25,049","10,967"
4/11/23,"21,896","120,676","173,522","150,452","14,890","7,374","28,372","20,514","38,967","9,624","58,918","7,317","50,519","64,655","3,975","247,540","230,762","8,903","6,217","24,718","7,293","41,150","25,052","10,969"
4/12/23,"21,903","120,695","173,538","150,466","14,895","7,373","28,379","20,517","38,972","9,625","58,925","7,319","50,528","64,668","3,976","247,568","230,785","8,907","6,217","24,718","7,293","41,155","25,057","10,974"
4/13/23,"21,905","120,722","173,560","150,487","14,896","7,376","28,383","20,520","38,978","9,628","58,940","7,322","50,536","64,692","3,976","247,592","230,804","8,908","6,218","24,721","7,295","41,161","25,060","10,979"
4/14/23,"21,909","120,739","173,581","150,502","14,900","7,378","28,390","20,524","38,985","9,629","58,946","7,327","50,546","64,713","3,977","247,624","230,820","8,912","6,218","24,725","7,295","41,167","25,064","10,983"
4/15/23,"21,912","120,753","173,602","150,524","14,900","7,379","28,395","20,527","38,988","9,632","58,951","7,335","50,553","64,723","3,978","247,659","230,842","8,913","6,218","24,726","7,296","41,169","25,066","10,984"
4/16/23,"21,914","120,774","173,616","150,534","14,903","7,380","28,397","20,531","38,993","9,633","58,960","7,337","50,565","64,735","3,978","247,692","230,860","8,913","6,218","24,732","7,297","41,171","25,068","10,984"
4/17/23,"21,916","120,789","173,632","150,544","14,904","7,382","28,402","20,533","38,998","9,633","58,972","7,337","50,569","64,747","3,978","247,724","230,880","8,913","6,218","24,739","7,297","41,172","25,069","10,987"
4/18/23,"21,920","120,814","173,660","150,574","14,905","7,382","28,411","20,536","39,006","9,634","58,981","7,343","50,583","64,764","3,978","247,778","230,901","8,915","6,218","24,749","7,297","41,175","25,071","10,989"
4/19/23,"21,924","120,840","173,685","150,599","14,909","7,382","28,417","20,544","39,008","9,634","58,992","7,350","50,597","64,771","3,979","247,817","230,923","8,920","6,218","24,755","7,301","41,178","25,076","10,992"
4/20/23,"21,924","120,864","173,700","150,619","14,911","7,382","28,425","20,550","39,017","9,634","58,999","7,351","50,606","64,782","3,980","247,871","230,940","8,921","6,219","24,766","7,303","41,180","25,077","10,994"
4/21/23,"21,932","120,886","173,725","150,638","14,918","7,382","28,429","20,554","39,026","9,637","59,008","7,354","50,617","64,792","3,980","247,919","230,971","8,922","6,221","24,769","7,303","41,184","25,083","10,995"
4/22/23,"21,933","120,900","173,749","150,654","14,924","7,382","28,432","20,566","39,031","9,638","59,020","7,356","50,628","64,802","3,983","247,978","231,002","8,922","6,221","24,777","7,303","41,186","25,084","10,996"
4/23/23,"21,935","120,919","173,761","150,662","14,926","7,382","28,434","20,567","39,036","9,640","59,036","7,357","50,630","64,807","3,984","248,029","231,019","8,923","6,221","24,777","7,305","41,188","25,085","10,996"
4/24/23,"21,935","120,944","173,777","150,670","14,926","7,384","28,440","20,569","39,038","9,641","59,042","7,358","50,636","64,812","3,984","248,086","231,035","8,923","6,221","24,781","7,307","41,188","25,087","10,999"
4/25/23,"21,935","120,958","173,801","150,681","14,927","7,385","28,448","20,576","39,043","9,641","59,053","7,361","50,638","64,823","3,984","248,127","231,063","8,923","6,221","24,786","7,307","41,196","25,094","11,001"
4/26/23,"21,937","120,978","173,815","150,693","14,932","7,385","28,454","20,580","39,046","9,641","59,059","7,370","50,645","64,844","3,985","248,157","231,089","8,924","6,223","24,790","7,307","41,197","25,099","11,002"
4/27/23,"21,940","120,998","173,824","150,709","14,935","7,387","28,459","20,582","39,056","9,641","59,070","7,375","50,654","64,863","3,985","248,199","231,118","8,924","6,224","24,793","7,308","41,202","25,104","11,003"
4/28/23,"21,944","121,030","173,846","150,719","14,937","7,388","28,462","20,584","39,060","9,641","59,078","7,380","50,666","64,877","3,985","248,262","231,136","8,926","6,224","24,797","7,308","41,205","25,105","11,006"
